Comic_Name,Issue_Title,Date_Of_Publication,Issue_Description,Writer,Price,Character_Name,Character_Alignment,Character_Gender,Character_Race
Fall of the Hulks: Red Hulk (2010),Fall of the Hulks: Red Hulk (2010) #3,"March 24, 2010","FALL OF THE HULKS...A-BOMB STYLE! Rick Jones, formerly Hulk and Captain America's sidekick, has become a hulking blue creature that can take a punch and melt into the shadows...powers he'll need to survive the gamut of evil cooked up by M.O.D.O.K.! Join Jeff Parker (AVENGERS VS. ATLAS, THUNDERBOLTS) and Carlos Rodriguez as the event of the year HULKS on. Rated T ...$3.99",Jeff Parker, $3.99,Hulk,good,Male,Human
Fall of the Hulks: Red Hulk (2010),Fall of the Hulks: Red Hulk (2010) #2,"February 24, 2010","FALL OF THE HULKS charges on! Have Bruce Banner and Red Hulk formed an alliance? Is one playing the other? And how does Hulk and Thundra's child factor into M.O.D.O.K.'s grand scheme? Answers abound in this thrilling issue from the mind of Jeff Parker (X-Men vs. Agents of Atlas, Thunderbolts)! Rated T ...$3.99",Jeff Parker,None,Hulk,good,Male,Human
Fall of the Hulks: Red Hulk (2010),Fall of the Hulks: Red Hulk (2010) #1,"January 27, 2010","FALL OF THE HULKS continues in this all-new series! What secrets will be revealed? What plans has the RED HULK been hiding from everyone? And what does all of this have to do with the COSMIC HULK robot!? Don't miss this thrilling first chapter by JEFF PARKER (Agents of Atlas, The Hood) and CARLOS RODRIGUES (Thunderbolts)! Rated T ...$3.99",Skottie Young, $3.99,Hulk,good,Male,Human
Fall of the Hulks: The Savage She-Hulks (2010),Fall of the Hulks: The Savage She-Hulks (2010) #3,"May 26, 2010","The WORLD WAR HULKS battle lines are being drawn; whose side are the SHE-HULKS on? Will the Sensational, Savage, and Red She-Hulks choose their allies wisely, or will the list of Marvel's Gamma-Girded Girls go from THREE...to NONE? By the indomitable team of Jeff Parker (FALL OF THE HULKS: ALPHA, HULKED-OUT HEROES, ATLAS) and Salva Espin (INCREDIBLE HERCULES)! Rated T ...$3.99",Jeff Parker, $3.99,Hulk,good,Male,Human
Fall of the Hulks: The Savage She-Hulks (2010),Fall of the Hulks: The Savage She-Hulks (2010) #2,"April 21, 2010","As the FALL OF THE HULKS rages on, the ALL-NEW SAVAGE SHE-HULK continues on a collision course driving her right into the Gamma-charged fray! Now, thanks to help from a surprise ally, Lyra's true agenda becomes clear...but can the offspring of Hulk and Thundra stand up to the onslaught of RED SHE-HULK? Can anything? From writer Jeff Parker of the sold-out FALL OF THE HULKS: ALPHA and amazing artist Salva Espin comes this tale of gorgeous gammazon gals. Rated T ...$3.99",Jeff Parker, $3.99,Hulk,good,Male,Human
Fall of the Hulks: The Savage She-Hulks (2010),Fall of the Hulks: The Savage She-Hulks (2010) #1,"March 03, 2010","She's left her apocalyptic world for this one. Her mother was a heroine, her father a rampaging HULK. What path is the Savage She-Hulk called Lyra on, and why has it led her to add her might to the Wizard's Frightful Four? See how some of the toughest women in the Marvel Universe tip the balance of power in the Fall of the Hulks with this exciting miniseries by Jeff Parker (AGENTS OF ATLAS, FALL OF THE HULKS ALPHA) and Salva Espin (INCREDIBLE HERCULES)! Rated T ...$3.99",Jeff Parker, $3.99,Hulk,good,Male,Human
Free Comic Book Day: Avengers/Hulk (2021),Free Comic Book Day: Avengers/Hulk (2021) #1,"August 14, 2021","In a land beyond time, a shining tower stands, deploying its operatives across the Multiverse to hold against the encroaching darkness! Who is the mysterious Avenger Prime, and how will his advent impact on the past, the present, and the very future of the mighty Avengers?",Jason Aaron, $0.25,Hulk,good,Male,Human
Generations: Banner Hulk & The Totally Awesome Hulk (2017),Generations: Banner Hulk & The Totally Awesome Hulk (2017) #1,"August 02, 2017",BRUCE BANNER. AMADEUS CHO. Both have carried the curse of the Hulk. Now they come face-to-face at last - but will they meet as friends or foes? Fan-favorite Hulk scribe GREG PAK is joined by red-hot artist MATTEO BUFFAGNI (X-MEN BLUE) for a time-bending tale that will finally answer the question on everyone's minds: WHO IS THE STRONGEST ONE THERE IS?,Greg Pak, $4.99,Hulk,good,Male,Human
Giant-Size Hulk (2006),Hulk: Planet Hulk (Trade Paperback),"June 13, 2007","Savage alien planet. Oppressed barbarian tribes. Corrupt emperor. Deadly woman warrior. Gladiators and slaves. Battle axes and hand blasters. Monsters and heroes...and the Incredible Hulk! Let the smashing commence! This deluxe hardcover collects the entire Planet Hulk saga, plus extras! Collecting INCREDIBLE HULK #92-105, GIANT SIZE HULK #1 and the ""Mastermind Excello"" story from AMAZING FANTASY #15.
392 PGS./Rated A ...$39.99
ISBN: 0-7851-2245-1
Trim size: oversized
INCREDIBLE HULK: PRELUDE TO PLANET HULK TPB STILL AVAILABLE!
$11.99 (ISBN: 0-7851-1953-1)",None,None,Hulk,good,Male,Human
Giant-Size Hulk (2006),Giant-Size Hulk (2006) #1,"June 21, 2006","What is the untold story of the battle between one of the strangest superhero teams in the Marvel Universe and the engine of destruction known as the Incredible Hulk? See ol' Purple Pants go toe-to-toe with Angel, Ice-Man, Ghost Rider, The Black Widow and Hercules in a story that holds a key to Post-PLANET HULK events! By legendary Hulk scribe Peter David and Juan Santacruz.
PLUS! A PLANET HULK INTERLUDE! Bruce Banner makes his first appearance on Planet Sakaar - and battles the Hulk for his body and soul! What secret is the Hulk hiding? What terrible truth does Banner reveal? And who will triumph in this ultimate showdown? By Greg Pak and Aaron Lopresti.
Also: Re-presenting the outstanding INCREDIBLE HULK: THE END by Peter David and Dale Keown.
96 PGS./Rated T+ ...$4.99","Peter David, Greg Pak", $4.99,Hulk,good,Male,Human
,,,,,,Hulk,good,Male,Human / Radiation
Absolute Carnage: Captain Marvel (2019),Absolute Carnage: Captain Marvel (2019) #1,"November 20, 2019","Chewie’s been Carnagized, and Carol ain’t happy about it! It’s Earth’s Mightiest Hero against a symbiotic space cat – what more could you need?!",Emily Lerner, $4.99,Captain Marvel,good,Male,Human-Kree
Captain Marvel & The Carol Corps (2015),Captain Marvel & The Carol Corps (2015) #4,"September 23, 2015","CORPS VS CORPS! Captain Marvel and her team are pinned down by the Thor Corps and the squad is in no shape for a firefight. If they can win the battle, the Carol Corps have one way out of this mess...UP! They'll shoot for the stars, but what they'll find will shake their world!","Kelly Thompson, Kelly Sue Deconnick", $3.99,Captain Marvel,good,Male,Human-Kree
Captain Marvel & The Carol Corps (2015),Captain Marvel & The Carol Corps (2015) #3,"August 26, 2015","Chasing secrets and dissent among the ranks has left one of the Carol Corps out of commission. To make matters worse, trouble is quickly converging on Hala Field...Scramble Fighters! WE'VE GOT INCOMING!",David Lopez, $3.99,Captain Marvel,good,Male,Human-Kree
Captain Marvel & The Carol Corps (2015),Captain Marvel & The Carol Corps (2015) #2,"July 15, 2015","Let's get you spun up, Airman! After the explosive events last issue, Captain Marvel and her Carol Corps are determined to never again be left in the dark. Together they begin a secret and highly dangerous campaign... to go where no one has gone before.","Kelly Sue Deconnick, Kelly Thompson", $3.99,Captain Marvel,good,Male,Human-Kree
Captain Marvel & The Carol Corps (2015),Captain Marvel & The Carol Corps (2015) #1,"June 10, 2015","Atten-Hut! These ladies are the best of the best--and will take you down if you threaten their Captain. Welcome to Hala Field, where being a part of the elite Carol Corps, requires guts, guile and a whole lot of grit. So put on your uniform and get ready for a high-flying Captain Marvel series years in the making.","Kelly Sue Deconnick, Kelly Thompson", $3.99,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Marvel Masterworks: Captain Marvel Vol. 3 (Hardcover),"April 16, 2008","He's back and better than ever - the hero that wouldn't die, Captain Marvel! After a few years in hiatus, mighty Marvel's space-born super hero returned, and under the aegis of writer/artist Jim Starlin, his story would achieve a scale never before imagined! Stripping the Kree Captain down to his very core and forcing him through a gauntlet of past opponents, Starlin then brought to the fore one of Marvel's pre-eminent cosmic menaces for the very first time: the mad Titan, Thanos. With the stage set and the players from unearthly entity Eon to Drax the Destroyer and the mighty Avengers pulled into fray, the good Captain led the fight against Thanos and his Cosmic Cube in a confrontation that would redefine super-hero epics forever! Featuring an introduction by Jim Starlin and an extensive selection of bonuses, this Marvel Masterworks volume is the definitive collection of the creative arc that defined Captain Marvel! Collecting CAPTAIN MARVEL #22-33 and IRON MAN #55.
Rated A ...$54.99",None,None,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Marvel Masterworks: Captain Marvel Vol. 2 (Hardcover),"August 29, 2007","Get ready for the trip of a lifetime with another all-out cosmic classic Captain Marvel Masterworks! The space-born hero, Mar-Vell's continuing battle against the vicious Kree Col. Yon-Rogg continues this second sensational volume. But Yon-Rogg's attempts to destroy the good Captain only send him to higher levels of power and consciousness-and to the great Zo-in one of the most psychedelic happenings four colors can capture! But the true transformation comes when the titanic team of writer Roy Thomas and artist Gil Kane combine to take the man long torn between two planets and two loves, and tear him between two people! You'll see the truly cosmic Captain don the Nega-Bands that bond him to Rick Jones for the first time in one of Mar-Vell, and Marvel's, greatest moments! Guest-starring Black Widow, Captain America and the Incredible Hulk! Collecting CAPTAIN MARVEL #10-21
272 PGS./Rated A ...$54.99",None,None,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Marvel Visionaries: Roy Thomas (Hardcover),"January 20, 2006","Watch Roy Thomas take the Fantastic Four from the sublime to the ridiculous as the team confronts racism, social injustice and the Impossible Man! Meanwhile, the Vision joins the Avengers! The Hulk finds his way to ""Heaven,"" and Captain Marvel escapes the Murder Maze! The origin of the Invaders! Secrets of Doctor Strange revealed! Dracula in Salem and the X-Men in Japan! And who is Starr the Slayer? Plus: rarely seen stories from Marvel's Silver Age of humor and romance!
Collects MODELLING WITH MILLIE #44, TALES OF SUSPENSE #73; AVENGERS #35, #57-58 and #100; SUB-MARINER #8 & #14; NOT BRAND ECCH #12; CAPTAIN MARVEL #19; X-MEN #64; CHAMBER OF DARKNESS #4; AMAZING ADVENTURES #8; INCREDIBLE HULK #147; FANTASTIC FOUR #119 and #176; DRACULA LIVES #1; GIANT-SIZE INVADERS #1; and DOCTOR STRANGE #9.
352 PGS./Rated T+ SUGGESTED FOR TEENS AND UP ...$34.99
ISBN: 0-7851-2088-2",None, $34.99,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Marvel Masterworks: Captain Marvel Vol. 1 (Hardcover),"January 01, 2005","There's no question we're back and better than ever, so brace yourself for the fabulous 50th Masterworks volume featuring a brand new Silver Age success story-Captain Marvel!

That's right, True Believers, the space-born super hero is coming at you with scintillating science fiction in the Mighty Marvel Manner! Crafted by the titanic talents of Stan Lee, Roy Thomas, Gene Colan with a hearty helping from inheritors Arnold Drake and Don Heck, you're going to need your breathing potion to keep up with the Kree Captain!

Branded a traitor by the vicious Colonel Yon-Rogg of the Kree for defending the people of Earth, Captain Mar-Vell assumes the human identity of Walter Lawson and becomes the planet's protector against an awesome array of interstellar baddies! Prepare to batten down the hatches for battles with the massive Sentry #459, the savage Super-Skrull, Prince Namor of Atlantis himself and Quasimodo the Living Computer! While you're at it don't forget to grab some tissues for the heartbroken Medic Una as the good Captain falls for Avenger-to-be Carol Danvers in her first-ever appearance!

Here's to another 50 volumes of Masterworks magic!

Collecting MARVEL SUPER-HEROES #12, 13 and CAPTAIN MARVEL (Vol. 1) #1-9.


240 PGS./Marvel PSR ...$54.99",None,None,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #62,"May 10, 1979",Mar-Vell's final battle against Stellarax spills onto the streets of Washington D.C.! Will Captain Marvel be able to prevent civilian casualties in this cosmic smack down for the ages?,Doug Moench, $0.40,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #61,"March 10, 1979",Our favorite Kree soldier takes on Chaos Himself! Drax the Destroyer guest-stars.,Doug Moench, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #60,"January 10, 1979",This space-scraping series takes an earthbound turn- what extraterrestrial activity has been occurring in Kentucky?,Doug Moench, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #59,"November 10, 1978",Mar-Vell and Drax the Destroyer find nothing but complications on the planet Titan!,Doug Moench, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #58,"September 10, 1978",Drax the Destroyer is on a rampage! His target - Captain Marvel. But why is Drax so intent on killing Mar-Vell?,Doug Moench, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #57,"July 10, 1978",Captain Marvel goes head to head with -- The Mighty Thor!? What could cause these Avengers-in-arms to fight on opposite sides?,Roger Mckenzie, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #56,"May 10, 1978","At the mercy of DEATHGRIP! When the battle seems as though it will never end, Deathgrip forces Captain Marvel to make an impossible choice!","Jim Shooter - Duplicate, Doug Moench", $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #55,"March 10, 1978","Captain Marvel has fought lethal foes before, but never one quite like DEATHGRIP, whose very touch can shrivel Mar-Vell to dust!",Scott Edelman, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #54,"January 10, 1978",NITRO IS BACK! How can Mar-Vell defeat a foe with the power to make anything and EVERYTHING explode?,Scott Edelman, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #53,"November 10, 1977",Captain Marvel forms a powerful alliance with Black Bolt on what seems to be a mission that will lead to sudden death…,Scott Edelman, $0.35,Captain Marvel,good,Male,Human-Kree
Captain Marvel (1968 - 1979),Captain Marvel (1968) #52,"September 10, 1977",Our space born super hero must find a way to defeat Phaedor!,Scott Edelman, $0.30,Captain Marvel,good,Male,Human-Kree
,,,,,,Captain Marvel,good,Female,Human-Kree
Absolute Carnage Vs. Deadpool (2019),Absolute Carnage Vs. Deadpool (2019) #3,"October 16, 2019","ALL MY CODEXES LIVE IN TEXAS! By """"Texas"""" we mean """"Deadpool's spine."""" Sorry, we just couldn't NOT do that pun. With his potent combination of codexes from different symbiotes, the fate of the fight between good and evil lies within Deadpool! He's…on the side of good, right? Honestly, sometimes it's hard to tell. I mean, Spider-Man likes him, right? Kind of? That's…something.",Frank Tieri, $3.99,Deadpool,neutral,Male,Mutant
Absolute Carnage Vs. Deadpool (2019),Absolute Carnage Vs. Deadpool (2019) #2,"September 11, 2019","CARNAGE'S MOST WANTED! Having hosted five separate symbiotes, Deadpool becomes a prime target for codex hunters. Dark Carnage puts a big target on Deadpool's back, and the most dangerous forces in the Marvel Universe are on his trail! There's only one way out - and it will be ABSOLUTE CARNAGE.",Frank Tieri, $3.99,Deadpool,neutral,Male,Mutant
Absolute Carnage Vs. Deadpool (2019),Absolute Carnage Vs. Deadpool (2019) #1,"August 21, 2019","LET'S GET CRAZY! At long last, Deadpool is ready to get his head straight and checks himself into Ravencroft Institute. Unfortunately, there's another new arrival: CARNAGE! But I don't think he's here for a group therapy session…Madness and mayhem abound in the can't-miss showdown of the year!",Frank Tieri, $3.99,Deadpool,neutral,Male,Mutant
Baby's First Deadpool Book (1998),Baby's First Deadpool Book (1998) #1,"January 01, 1998","Three stories starring Deadpool! The Merc with a Mouth goes to the aquarium with Blind Al, learns to be a Good Samaritan with Captain America, and crashes a birthday party (literally) with Blarney the dinosaur!",Joe Kelly, Free,Deadpool,neutral,Male,Mutant
Black Panther Vs. Deadpool (2018 - 2019),Black Panther Vs. Deadpool (2018) #5,"February 27, 2019","THE DRAMATIC CONCLUSION: EVERYONE DIES! Or at least one person will come very, very close to dying! Probably! It's hard to tell with these team-up books! But one thing's for sure: This is the end. And there's a reason Wade Wilson is known as DEADpool. Will he obtain the Vibranium he needs to save Willie Lumpkin's life? Will the Black Panther chase immortality to stop him? Will Wade's teleporter ever work properly? Find out here!",Daniel Kibblesmith, $3.99,Deadpool,neutral,Male,Mutant
Black Panther Vs. Deadpool (2018 - 2019),Black Panther Vs. Deadpool (2018) #4,"January 30, 2019","INTRODUCING...PANTHER-POOL! (YES, REALLY!) A classic Marvel team-up gone terribly wrong! Who could have predicted it?! Luckily, there's an easy solution. All the Black Panther needs to do is give Deadpool a bullet-sized chunk of the world's most precious resource and let him return to New York in one piece. Wait, you say that's a terrible idea and that T'Challa would stop at nothing to keep Vibranium out of Deadpool's homicidal hands? WELL, YOU'D BE RIGHT! But how do you get rid of an unkillable pest? Buckle up, True Believer, because the Black Panther's about to do the unthinkable!",Daniel Kibblesmith, $3.99,Deadpool,neutral,Male,Mutant
Black Panther Vs. Deadpool (2018 - 2019),Black Panther Vs. Deadpool (2018) #3,"December 19, 2018","OFF WITH HIS HEAD! But WHOSE head? Deadpool's? T'Challa's? …JACK O'LANTERN'S? (And which Lantern?) Well SOMEbody better keep his head, because Deadpool and the Black Panther now have a MUTUAL THREAT on their hands-and if they don't act soon, there'll be no Wakanda left to fight for!",Daniel Kibblesmith, $3.99,Deadpool,neutral,Male,Mutant
Black Panther Vs. Deadpool (2018 - 2019),Black Panther Vs. Deadpool (2018) #2,"November 28, 2018","DEADPOOL ON THE HUNT! Deadpool's carving a path through the Wakandan wilderness on the hunt for Vibranium! And his missing right arm! The Black Panther proooobably should be watching him. But T'Challa's mind is distracted with the possibility of a revolutionary new technology. One that could change the world… starting with Wakanda. But there may not be a country to revolutionize if Deadpool goes unchecked. Will the king and the sometimes-hero reach an accord, or is this a fight to the death?",Daniel Kibblesmith, $3.99,Deadpool,neutral,Male,Mutant
Black Panther Vs. Deadpool (2018 - 2019),Black Panther Vs. Deadpool (2018) #1,"October 24, 2018","VIBRANIUM BULLETS AND REGROWING LIMBS - EVERYTHING YOU WANT FROM A COMIC IS HERE! Deadpool's teamed up with, taken down or taken a beating from just about every hero in the Marvel Universe - And no way is the Black Panther going to miss out on his turn! From Late Show writer Daniel Kibblesmith comes a hilarious romp through Wakanda as Deadpool goes on the hunt for the world's most valuable resource: Vibranium! When a beloved figure of the Marvel Universe becomes collateral damage in a fight between Deadpool and the Wrecker, the heroic Deadpool sets out to obtain a fragment of Vibranium that could save the victim's life. But his unconventional methods - ranging from poaching to dismemberment - don't sit well with the King of Wakanda, and Deadpool's about to learn that you don't bring a sword to a claw fight!",Daniel Kibblesmith, $3.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #50,"February 20, 2008","The dreaded Venom Symbiote has multiplied, and made some new friends of the prehistoric variety! Guest staring Spider-Man! The Fantastic Four! The Mighty Avengers! And of course, those lovable goons from Agency X!","Fabian Nicieza, Reilly Brown", $3.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #49,"January 16, 2008",Deadpool and his cronies travel to the Savage Land in search of a device that will help rebuild the nation of Rumekistan in Cable's honor. But the device is already spoken for and not even Ka-Zar or Zabu have been able to intervene!,Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #48,"December 19, 2007","After concluding his mysterious mission for Dr. Strange, Deadpool finds himself in the middle of a Louisiana swamp, confronted by He-Who-Has-Died-Twice, the Master of All Reptiles himself, Brother Voodoo. What shenanigans await these two?",Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #47,"November 29, 2007","Could Deadpool's recent actions be responsible for unleashing the Hoary Hosts of Hoggoth on Earth? Can the Crimson Bands of Cytorrak keep Deadpool's mouth shut? Will Bob, Agent of Hydra, become the new Dread Dormammu?",Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #46,"October 24, 2007","Since Deadpool is twice as much trouble as anyone in the Marvel Universe, the only logical people who could possibly rescue him and Bob, Agent of Hydra, from their temporal tantrum are...the Fantastic Eight?",Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #45,"September 26, 2007","Captain America is here! But wait, isn't Cap deader than a doormat? Deadpool aims to find out! And if he can't find out he'll just blow stuff up!",Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool Vol. 7: Separation Anxiety (Trade Paperback),"August 29, 2007","Deadpool has decided to face the skeletons in his closet, dive deep into that dark void he calls a soul and rattle things up a bit. First order of business: Taskmaster. Second order of business: a knock-down drag-out BRAWL! Plus: The aftermath of the X-Men's battle against the Hecatomb has cost Cable a huge chunk of his island paradise of Providence and an even bigger slice of his soul. With all his hopes for the future of the planet Earth in jeopardy, now would be a pretty bad time for a reunion with Deadpool, wouldn't it? And an even worse time for... an assassination! Collecting CABLE & DEADPOOL #36-42.
176 PGS./Rated T+ ...$17.99",None,None,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #44,"August 22, 2007",DEADPOOL & WOLVERINE PART 2 Wolverine wants to take HYDRA down. Deadpool wants to keep them alive. Can these ol' Weapon X pals just agree to disagree?,Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #43,"July 25, 2007",DEADPOOL & WOLVERINE PART 1 Wolverine is looking to stop HYDRA when he encounters a new mastermind behind their latest operations! But who is this new villain and why is Deadpool protecting him?,Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #42,"June 27, 2007",FRACTURED PART 3 The aftermath of the X-Men's battle against the Hecatomb has cost Cable a huge chunk of his island paradise of Providence and an even bigger slice of his soul!,Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
Cable & Deadpool (2004 - 2008),Cable & Deadpool (2004) #41,"June 13, 2007","FRACTURED PART 2 With all Cable's hopes for the future of the planet Earth in jeopardy, now would be a pretty bad time for a reunion with Deadpool, wouldn't it?",Fabian Nicieza, $2.99,Deadpool,neutral,Male,Mutant
